Date,Gasoline_Demand,Diesel_Demand,Crude_Price,Avg_Temperature,Holiday_Flag,Industrial_Activity_Index
2020-03-31,594776,343326,91.06842227820725,76.98936638161206,0,91.76284486781584
2020-04-01,570171,382932,62.61464630257541,23.578274286153853,0,98.27331047166413
2020-04-02,539643,211344,79.50284774693537,11.531589439746934,0,105.00321665909202
2020-04-03,438044,332822,61.34454400733131,72.32820691166295,1,103.86801706858088
2020-04-04,451214,385828,62.50612813821418,58.775794012209275,0,109.81285474344358
2020-04-05,592300,267957,96.25749813377644,65.97116556976974,0,95.55782251975512
2020-04-06,514752,305423,65.56981484470381,77.0523979990914,0,99.96378598347958
2020-04-07,448984,258053,81.29682729100868,74.22487478596004,0,96.59060827547994
2020-04-08,440774,346968,76.44382410402827,86.87361175430597,0,98.8120622811835
2020-04-09,402568,386833,73.8937330503537,52.874806308169454,0,107.13900259738776
2020-04-10,520151,393624,95.9933338274909,49.07965061279243,0,103.68418150376974
2020-04-11,593664,277454,60.87293587101958,42.150975991258406,0,107.64882382695163
2020-04-12,598635,290600,86.55158744702356,22.29528342753636,0,94.07022216663773
2020-04-13,533767,322732,98.53577736854201,55.8085786305618,0,107.46722235682876
2020-04-14,524375,359007,82.40672733847367,32.1610019460783,0,91.19524548356769
2020-04-15,579262,237641,97.47289848132367,83.70460097703804,0,107.77198560874305
2020-04-16,536330,229711,62.09031517144095,56.655264342167804,0,96.58147558921456
2020-04-17,439504,270342,76.75173276296645,57.42721444064881,0,96.29175266828133
2020-04-18,564231,306896,70.40631163848205,38.3939728701608,0,100.24177153397328
2020-04-19,413986,343254,89.2328385992292,14.159148158216599,0,108.81380375446463
2020-04-20,461858,287833,99.25188361988987,12.53950122983909,0,90.95562729362811
2020-04-21,529312,256276,70.26120249776991,43.8668115322558,0,97.0446195014149
2020-04-22,412666,219541,86.16698405896298,16.76523024777903,0,107.13143977366671
2020-04-23,438660,294457,67.9239053103896,58.54775644321113,0,97.92108954870933
2020-04-24,534633,244813,82.61321018286439,80.4778404511726,0,93.98313795194134
2020-04-25,426854,368270,78.55729946753345,80.63318532149778,0,98.49588362662824
2020-04-26,464505,339892,98.88021318526148,62.72363281057859,0,97.71105002983339
2020-04-27,504488,224070,84.34109090785866,26.898546517834482,0,108.30832402933407
2020-04-28,583323,342194,73.98025488347275,79.03974650870977,0,105.23868751486194
2020-04-29,422662,280559,64.56383139551734,80.88747482505666,0,100.10231111488012
2020-04-30,408392,241786,66.04987314939738,25.732286796236696,0,109.76741133443142
2020-05-01,430535,337809,69.0126771980494,68.99408686165418,0,99.30555062551846
2020-05-02,513569,236062,70.03866645361192,32.92156391416984,0,91.1647566164055
2020-05-03,452256,385309,94.02464231364551,74.21122498823438,0,95.2454864362997
2020-05-04,489135,251571,82.448911531301,89.77903199228821,0,98.72140960438625
2020-05-05,527478,225510,80.93563645497466,12.402080426351425,0,93.1380524829224
2020-05-06,435222,219426,64.59075487476869,81.78926926327455,0,108.95130252648086
2020-05-07,477373,237265,94.4055877339774,59.810442687892646,1,105.33697795635547
2020-05-08,523684,348922,88.91257212833935,87.8706095331857,0,95.36574400855545
2020-05-09,594407,266150,62.706734476000065,47.20076140211421,1,101.81609067035832
2020-05-10,410965,287312,88.31340388919075,77.7910344457099,0,104.42898314219144
2020-05-11,424538,289613,81.74152869370585,14.991525487862178,0,108.82557857813596
2020-05-12,508066,274910,63.26901382987113,36.822324006263656,0,107.63270698350821
2020-05-13,513252,252375,78.33202566114626,15.361323020096798,0,100.30384452276428
2020-05-14,539182,321826,79.38785148520188,88.02745067832564,0,105.49305239586035
2020-05-15,558338,235435,66.63098160653104,75.35791258174694,0,101.2428950765517
2020-05-16,584064,296443,97.82792588001129,78.20379369967765,0,101.0540778009108
2020-05-17,498806,388204,93.99901485922648,85.03721851471154,0,92.29483916676384
2020-05-18,537982,334055,86.76089349316433,16.80827888958283,0,92.52275316032303
2020-05-19,510989,351734,78.4918224400243,40.84780740106667,0,100.59067230044914
2020-05-20,490982,223510,76.47062166338034,15.68279112352017,0,95.37723089958013
2020-05-21,521626,372070,86.03893868603816,26.86344812400229,1,90.42073804920938
2020-05-22,519176,387918,81.81727477627622,28.34926216301379,0,104.45678407800425
2020-05-23,531278,294071,62.49092423527542,47.528576883806295,0,90.6497319338033
2020-05-24,522409,206640,80.50010595081326,31.48497339629141,0,101.90553682208109
2020-05-25,423419,244547,92.25614468931357,18.078248545420887,0,100.78387588254628
2020-05-26,581708,254620,78.36959510387832,23.399287127528616,0,109.3762938115561
2020-05-27,450015,346389,62.07826310217074,21.782045084167272,0,99.68426278695283
2020-05-28,522096,315608,91.45112797536132,87.84614383298387,0,91.27202872755595
2020-05-29,507059,207564,68.05455128543898,70.74340055347788,0,101.03375935612924
2020-05-30,585340,358417,70.34483339552155,87.42091722156496,0,106.82192341232202
2020-05-31,510687,313824,66.58825413729184,45.179238920632685,1,109.9369856856288
2020-06-01,487939,279273,73.2086025948599,32.26947853301253,0,98.60686347378144
2020-06-02,549213,274859,90.2700602275454,73.86345577673494,0,96.40597484993485
2020-06-03,505878,310017,80.77543438015749,36.10031344329174,0,108.13306593903998
2020-06-04,587116,323618,68.1952509660285,33.95066989642786,0,93.82484258152243
2020-06-05,598286,383465,95.11320312608163,28.600479376626495,0,102.30857830065854
2020-06-06,564899,397153,95.18327419806117,20.37431825793883,0,98.11428848361895
2020-06-07,586892,325341,94.82313700184028,30.517044881341278,0,90.8216472991111
2020-06-08,462623,229430,69.55184845526158,38.42557987791102,0,96.94576948611396
2020-06-09,475450,227788,78.04957376723952,63.91953665165843,0,95.30457045005349
2020-06-10,493426,379615,99.399586245635,15.005187377556126,0,103.72182307886973
2020-06-11,517845,344991,90.88049905239961,26.840555173227436,0,108.97580995383836
2020-06-12,553371,269346,61.086696849022395,74.72189122333411,0,95.36094374757276
2020-06-13,443585,296122,62.60818365041968,21.75375388670166,0,106.22931878303363
2020-06-14,509225,239974,78.5572550724933,37.41161172180172,0,91.10719633876819
2020-06-15,464044,307309,96.3688082344624,79.1727137486512,0,100.76242020079626
2020-06-16,573629,216371,81.54807191810858,22.39402489147541,0,91.41100127419789
2020-06-17,580152,245084,79.91250032137161,16.61894684945519,0,108.68065982261278
2020-06-18,509556,360701,64.21894799826522,48.763039606400866,0,105.3270256111478
2020-06-19,402693,382256,86.27120418897177,34.19356090228291,0,103.15899822409185
2020-06-20,495259,261916,92.88412642400903,55.07266915870833,0,106.47792763249329
2020-06-21,425939,273972,75.2168003003025,74.30439123867801,0,102.95039591140326
2020-06-22,579997,393259,91.02447403701309,20.971879052219453,0,109.37888794348582
2020-06-23,574013,212984,98.57906615603247,56.4559267643428,0,104.27915895729544
2020-06-24,552906,233039,68.15065836510756,50.44070083118911,0,108.49317219164493
2020-06-25,418047,285431,80.93318524778965,21.526302881055965,0,100.34263784021276
2020-06-26,426105,283691,71.48551832338302,59.919878842318596,0,92.34128825963725
2020-06-27,475766,258606,91.71417676135357,31.89123342886173,0,100.56355442846034
2020-06-28,546779,341688,83.1037346352463,49.026745483521,0,92.53745656126186
2020-06-29,553048,302665,85.38329670201215,16.58178594216495,0,101.8498695835281
2020-06-30,444262,305373,91.91656638463576,46.766724577089846,0,99.64986121055325
2020-07-01,525117,381144,75.83881890649819,34.51707744342563,0,102.45150795665563
2020-07-02,423776,224574,96.60360273628173,75.79049689482835,1,90.20093962109664
2020-07-03,561152,334502,81.3211546898456,14.558298159789462,0,93.89680983310728
2020-07-04,528376,343748,66.31819291341392,43.4885819934664,0,99.82660863824262
2020-07-05,597914,341888,87.8359647267521,46.67451393051504,0,109.0100712317827
2020-07-06,592445,232733,91.73045401753018,68.0004861039295,0,97.67218080710317
2020-07-07,537848,202050,72.67046708270107,55.94300600721688,0,98.4874405210727
2020-07-08,492787,309996,94.28717027995012,63.376986975534486,0,104.29392178013245
2020-07-09,527948,233933,96.24573019063065,72.1639428521405,0,102.07585514572236
2020-07-10,455016,224951,71.07617949511236,78.9762378926551,0,95.97852300196666
2020-07-11,540546,232413,99.34085890860888,35.11003973779764,0,98.21632791134856
2020-07-12,589125,365873,65.62846112195034,53.04181642911224,0,94.35399597714465
2020-07-13,421959,386691,68.0806267360996,77.20864627513599,0,109.32042918260417
2020-07-14,536602,363985,67.36899356952105,89.15609047720451,0,92.6126876311472
2020-07-15,519101,312573,95.75958840031481,81.16154488350105,0,97.4367356913284
2020-07-16,403748,371672,86.17170209299847,39.717381009950145,0,90.51677944440023
2020-07-17,413545,388847,66.08417132889092,25.613321377492035,1,94.43558983867092
2020-07-18,527659,366472,77.61293673473396,49.151402992527096,0,105.60942276760309
2020-07-19,597271,335566,84.61192100279209,69.33131614688338,0,94.02350464577759
2020-07-20,565838,322744,63.338563399575335,49.405525660263805,0,91.6012680505793
2020-07-21,473530,289431,95.29665473629355,48.65446906509348,0,99.48906359689046
2020-07-22,493557,243001,92.1441414176614,77.05843368654405,0,90.19938469469037
2020-07-23,461087,267364,80.20827094306553,38.91230232537491,0,91.69532308852666
2020-07-24,468840,324988,98.68506461036682,78.78357398493165,0,106.15251739125951
2020-07-25,518451,245028,76.71043917100398,42.54438407613789,0,105.42946689719213
2020-07-26,585456,368645,99.36441276145992,36.25864845426715,0,108.30277640809793
2020-07-27,451005,331878,86.71679995214508,46.31919289597592,0,107.09030871821498
2020-07-28,577648,324343,85.38685093015766,70.99575669398948,0,103.66351126479636
2020-07-29,439353,387710,66.6381958118314,20.080162229119544,0,91.04665714601326
2020-07-30,593075,328301,95.27711033218576,25.71353726976139,0,105.65697235973315
2020-07-31,452733,326295,77.09958751682461,86.11558605304735,0,106.91021621681121
2020-08-01,465318,360829,66.48933623129918,24.03933019050859,0,105.9816429154391
2020-08-02,554736,234636,60.50430079903036,55.418185434484364,0,100.16958070616052
2020-08-03,467172,379352,82.39022734553531,56.345157332955026,0,94.65803677298963
2020-08-04,493264,224262,81.09598488490705,49.16995696401958,0,106.90659951377454
2020-08-05,426736,280435,88.77414489476634,61.57961988614549,0,104.54325619480277
2020-08-06,512859,393283,95.61032212071208,28.386138063809476,0,109.61522348777703
2020-08-07,512181,385914,63.17626338572118,54.212981422139855,0,93.11385195511866
2020-08-08,531926,328583,89.2598596136145,39.77386041975177,0,94.5132916610411
2020-08-09,490084,388051,67.49647776390329,62.93338077033512,0,94.23596299763005
2020-08-10,569695,369269,94.32708212628656,21.297883469851957,0,105.85079535242673
2020-08-11,407392,241844,92.76254055446624,55.6701933471581,0,93.73814592900236
2020-08-12,455680,264754,81.63175019942177,24.821628430665896,0,91.33319659646612
2020-08-13,577789,365229,88.40971194493247,32.29144504920291,0,109.97121613171257
2020-08-14,450859,277129,72.57400452734994,27.496784025886658,0,90.49634422890298
2020-08-15,525657,240042,78.84671595731258,24.62702238950537,0,106.70488120317731
2020-08-16,557381,261665,92.86547590841887,76.05687612485336,0,97.30733683101306
2020-08-17,594806,316953,78.37060788692855,32.856605412871225,0,106.8323091951563
2020-08-18,470467,358448,74.31193061301767,84.16990254915595,0,101.0924098242229
2020-08-19,583734,386626,79.768497890012,87.59412202761527,0,108.0326245897272
2020-08-20,498506,345271,93.12997009748874,55.70083759496779,0,108.52385972829254
2020-08-21,509751,318533,73.40832189483491,21.440089813258112,0,90.18196362561552
2020-08-22,518906,382020,66.95046372542976,39.9638594703665,0,91.50824351985577
2020-08-23,543760,273781,88.48056081323124,73.81858106785712,1,95.00717459141711
2020-08-24,425342,266262,93.03912850832327,39.39125829576564,0,103.38630832727003
2020-08-25,568229,246600,64.02549914094133,16.961377464223098,0,107.76544393023012
2020-08-26,598935,276898,69.59496451023779,54.542792874255035,0,99.19883902587925
2020-08-27,506308,393555,65.67887959043975,77.60966811968278,0,102.13946232548531
2020-08-28,583155,349369,73.91765646328666,73.67411097148019,0,93.76999705591122
2020-08-29,506081,230448,78.01403915621651,24.00985121042826,0,106.0993366776337
2020-08-30,596805,226172,89.95305347853225,63.821169152997335,0,109.3465622270694
2020-08-31,489045,373946,86.04590339526696,27.64034107485177,0,95.37197865829195
2020-09-01,434698,207657,84.83714269913725,27.45660276417378,0,99.89651903201093
2020-09-02,510078,356497,74.09499786438617,79.92574186441482,0,91.72232221012747
2020-09-03,480623,357757,93.6579021233904,29.97351621921841,0,101.18273312925936
2020-09-04,422671,312855,78.85148669592658,31.059787721440895,0,100.0556688369336
2020-09-05,556256,355650,99.16419752060618,10.052271260903964,0,92.88872968310156
2020-09-06,493384,359903,85.36568553182947,79.65352273004142,0,98.8413242623615
2020-09-07,573179,207906,65.05058966258011,73.40758505673078,0,96.68209304173126
2020-09-08,486202,261413,87.04710248301735,60.18631480725424,0,100.43661750610379
2020-09-09,451663,254028,73.00416061726796,70.02126111510738,0,101.71308670857599
2020-09-10,415708,207287,87.4530878674439,22.163885393959344,0,90.16991157214419
2020-09-11,491906,233660,62.78564592649623,46.66588756700604,0,105.22011965899111
2020-09-12,449811,260504,66.99525748703837,38.09755098790247,0,104.26028583723482
2020-09-13,533883,390792,94.22949035623145,17.50212210056132,0,97.32572772413045
2020-09-14,456250,302979,69.0871822809406,48.890438817193925,0,91.05871871137637
2020-09-15,512547,234701,93.4816450097176,83.65917202741083,0,105.098650795701
2020-09-16,524249,283300,71.17104353817642,13.204729524055558,0,109.10350320956265
2020-09-17,434754,348746,85.71527640234831,33.31687307950351,0,94.80303192044029
2020-09-18,542483,283560,87.76602294039324,26.603274896456277,0,96.47049227474076
2020-09-19,533983,354946,80.50619012580212,29.051732293255704,0,93.6762577896363
2020-09-20,598342,243642,72.21242706786926,82.67476415035003,0,101.5387224668968
2020-09-21,539752,265160,68.50577505484384,47.44552433874321,0,93.0968278929491
2020-09-22,484896,217602,61.327574182497045,47.3039530351855,0,97.12387886922758
2020-09-23,471295,303320,72.15785604962895,70.84605139642258,0,103.94026027868526
2020-09-24,500689,288801,86.12651162125132,22.359376320394063,0,101.20231966018697
2020-09-25,411111,225931,97.53219273793931,48.981228328004065,0,97.7292512865587
2020-09-26,437504,294377,94.84817929052208,44.39881712968478,0,98.40499203615084
2020-09-27,532874,229192,90.6425910614121,57.75285524373249,1,101.24221765246459
2020-09-28,408155,246542,91.53789373013194,89.96461626003509,1,90.11729455774322
2020-09-29,439384,327015,86.59939613903981,71.55591152656376,0,91.57019736907219
2020-09-30,512561,242520,70.41147430264012,41.82925624139418,0,107.62516135526023
2020-10-01,447254,264772,96.28780122823319,76.20424418192376,0,91.55757978182581
2020-10-02,421918,389834,86.82929247623336,23.656669064998415,0,104.1360719242101
2020-10-03,485981,250106,82.4176252392176,12.43709490471681,0,108.40076328218105
2020-10-04,591785,281121,64.43957876853925,26.355869797141843,0,95.41367208603462
2020-10-05,430306,225559,77.88222175225701,37.23292448914077,0,97.40982874119028
2020-10-06,547718,305595,78.41433084807706,50.84646059676479,0,101.37842811689433
2020-10-07,446843,233742,94.5825443809068,59.21033124329598,0,107.6341793927717
2020-10-08,520975,269669,81.86592880751154,82.84845737715374,0,108.83811174520841
2020-10-09,496601,352826,75.21602195881638,50.78832076403661,0,104.79126496222536
2020-10-10,507512,335044,99.07201314042638,50.10205157005835,0,91.73239521709388
2020-10-11,547443,270831,64.42882373305262,14.01944078583857,0,103.38308311069702
2020-10-12,511472,312217,76.90193713247778,12.792924212497905,0,98.20607443745324
2020-10-13,533121,241873,61.68098700685621,54.092796953309765,0,99.41401998982123
2020-10-14,562688,306532,89.59616483067721,45.05428905986756,0,90.98296780690355
2020-10-15,503727,326267,96.72306208796603,77.13443159842389,0,93.82124278692716
2020-10-16,512893,340975,71.20149318201958,22.854366776947614,0,105.81027215067296
2020-10-17,420932,334092,94.33366707196484,11.997732969363968,0,99.0791766609572
2020-10-18,517796,241755,71.68872921847591,45.92310143441007,0,96.03324483262298
2020-10-19,429855,285956,96.4308064657566,28.9982845401806,0,97.68038147929916
2020-10-20,592506,286988,90.15847614387135,13.969149867106996,0,107.0879902665136
2020-10-21,574088,245648,92.19627107365754,67.96786294781032,0,104.97998034809913
2020-10-22,407400,325991,60.72026222401818,18.9274399965798,1,95.44630794362166
2020-10-23,517858,340588,98.51241428296103,58.66556000062174,0,92.35003680424747
2020-10-24,573714,315005,89.06683968281293,32.48398001335113,0,95.03996443288143
2020-10-25,415151,202396,72.19004381544534,23.879684028401762,0,108.41512902109467
2020-10-26,582479,284082,93.17578659435388,40.380121833545395,0,101.63177675699511
2020-10-27,466690,350201,71.2608479365972,74.11566209783629,0,100.66960417489565
2020-10-28,404499,328322,94.91015358264512,41.367486152365814,0,101.92787199384924
2020-10-29,406295,332663,64.50321561647748,70.06157193688446,0,97.3205653149303
2020-10-30,520885,211303,88.14743909843183,20.038903743932053,0,106.14214040639025
2020-10-31,526071,361633,81.62793906579641,71.82171357320632,0,100.465724986005
2020-11-01,459040,271719,63.86137880781763,28.954665992531893,0,92.3349580553759
2020-11-02,412183,299616,69.67575313035356,64.19145039110983,0,92.58130249658126
2020-11-03,560371,324165,60.49616145109259,55.26252438727971,0,100.73718293005237
2020-11-04,543946,286231,78.75071861858024,84.33157737693499,0,108.73140436141678
2020-11-05,516336,207314,72.05061043040001,40.98580143802512,0,96.16704243352397
2020-11-06,432711,219623,83.93429937191036,15.293215106755236,0,107.39082337718436
2020-11-07,405539,398747,71.88951230834469,11.532438844100232,0,105.28191173157758
2020-11-08,584423,396154,71.9967644602794,76.14868487782024,0,94.95624885813814
2020-11-09,592339,305228,89.72772794926414,51.978851012914575,0,90.72681496632485
2020-11-10,579426,364202,61.925713439134135,72.01952414679594,0,92.03694530284766
2020-11-11,526063,382828,96.1157998076795,28.754048000921173,0,104.5698786769488
2020-11-12,533629,297624,94.09055497564725,37.6066996410587,0,93.99339476081293
2020-11-13,438360,357364,86.71218732905626,12.408309776905515,0,97.42541841010788
2020-11-14,533272,311785,83.72886280429537,86.91938596592897,0,100.0339833201285
2020-11-15,599569,286206,95.69209992558609,63.42943253606507,0,104.50936336900325
2020-11-16,578047,269274,67.41320718114858,84.6564070207445,0,92.26462446518251
2020-11-17,421357,333541,63.158766487633144,31.239712594325788,0,98.12732810554922
2020-11-18,519121,253947,69.58040679638152,58.91708889805287,0,99.70145818285391
2020-11-19,477505,353606,91.78313114800761,64.27999746341102,0,100.8165412794308
2020-11-20,402869,394692,61.38681066905933,35.403976020607075,0,106.36721282790434
2020-11-21,592207,248874,83.31227340333959,77.8487388012504,0,93.43356390086434
2020-11-22,450108,249708,99.8175006476524,85.77291703201982,1,106.15662903653245
2020-11-23,512296,274553,94.22784375350157,80.78840941568035,0,103.85756855393305
2020-11-24,494179,268344,80.85782756174358,69.1253580751498,0,101.11741628397918
2020-11-25,490272,249138,62.54563637146569,32.19717437799632,0,103.99055740805144
2020-11-26,438467,385374,93.25494057542839,32.529283368450535,0,98.24035477903313
2020-11-27,423328,247638,83.95914032708842,87.06882563568303,0,92.76795171936249
2020-11-28,491412,278249,64.59731988238268,10.822759674855362,0,103.31530480530735
2020-11-29,535059,305865,63.75429139293425,67.28399785937155,0,100.49344613371244
2020-11-30,458871,202719,96.38507277746369,66.49969300442098,0,102.7874960108555
2020-12-01,553471,353962,86.76801051752314,59.81516327598379,0,96.7599756205698
2020-12-02,528391,367581,93.17147197267022,89.20870768694927,0,108.13733154679672
2020-12-03,577286,242534,95.15915601129069,34.95035486109802,0,101.74739737151154
2020-12-04,486416,292241,82.87089408193289,37.197749103459856,0,91.70804968581747
2020-12-05,470271,349859,80.69785407020166,16.315152235724444,0,98.99607981408857
2020-12-06,444064,326209,77.21709641283961,45.423850923498996,0,105.12712109487269
2020-12-07,507450,379917,72.67786351164477,30.883882098787847,0,105.88269123464545
2020-12-08,571890,389004,77.38383843434848,37.47093617421154,0,99.89194105527517
2020-12-09,576597,292124,90.95518622920625,76.76574322045022,0,107.89495141662601
2020-12-10,419830,291659,84.07693724060526,84.83876108219965,0,95.35336874388595
2020-12-11,548501,364134,95.70093159819385,24.858645760414852,0,98.21197394476533
2020-12-12,537965,275713,77.73520057516751,39.80071452427727,0,107.9719382113794
2020-12-13,516381,391533,84.28358314875015,84.29044496923153,0,107.92513432943157
2020-12-14,447333,275418,85.25230212367956,14.94467685513781,0,103.71425537649361
2020-12-15,534508,397744,83.66788649225302,17.38884224891028,0,107.1796109424444
2020-12-16,476213,328232,88.10535092342066,23.02327913649835,0,91.77546533912465
2020-12-17,536967,365904,69.49733873499225,57.61702673014998,0,107.29989952415552
2020-12-18,550810,363038,80.49455110183163,22.037781680479796,0,96.41239813100454
2020-12-19,430746,344059,64.16899211233391,87.44611051605868,0,93.56663024856432
2020-12-20,449377,368383,75.3804531057925,45.73716218068163,0,94.78739672684092
2020-12-21,579476,231575,79.50668274485058,50.12143682801331,0,98.35937016027773
